C07C1/00	いずれも炭化水素でない１個またはそれ以上の化合物からの炭化水素の製造
C07C62/16	―ＣＨＯ基を含有する飽和化合物
C07C62/18	ケト基を含有する飽和化合物
C07C62/20	を有するもの　｛飽和｝６員環
C07C62/22	多環式のもの
C07C62/24	ケト基が環部分を構成しているもの
C07C62/26	単結合の酸素含有基を含有するもの
C07C62/28	―ＣＨＯ基を含有するもの
C07C62/30	不飽和化合物
C07C62/32	水酸基またはＯ―金属基を含有するもの
C07C62/34	エーテル基，[ｆｏｒｍｕｌａ:ｆｉｇ２２．ｇｉｆ｝基，[ｆｏｒｍｕｌａ:ｆｉｇ２３．ｇｉｆ｝基，または[ｆｏｒｍｕｌａ:ｆｉｇ２４．ｇｉｆ]基を含有するもの
C07C62/36	―ＣＨＯ基を含有するもの
C07C62/38	ケト基を含有するもの
C07C63/00	６員芳香環の炭素原子に結合したカルボキシル基を持つ化合物
C07C63/04	単環式一塩基性カルボン酸
C07C63/06	安息香酸
C07C63/08	その塩
C07C63/10	そのハロゲン化物
C07C63/14	単環式二塩基性カルボン酸
C07C63/15	すべてのカルボキシル基が６員芳香環の炭素原子に結合しているもの
C07C63/16	１，２―ベンゼンジカルボン酸
C07C63/20	その塩
C07C63/22	そのハロゲン化物
C07C63/24	１，３―ベンゼンジカルボン酸
C07C63/26	１，４―ベンゼンジカルボン酸
C07C63/28	その塩
C07C63/30	そのハロゲン化物
C07C63/307	単環式三塩基性カルボン酸
C07C63/313	４個以上のカルボキシル基を含有する単環式の酸
C07C63/33	多環式の酸
C07C63/331	すべてのカルボキシル基が非縮合環に結合しているもの
C07C63/333	４，４′―ジフェニルジカルボン酸
C07C63/337	カルボキシル基が縮合環系に結合しているもの
C07C63/34	２個有するもの　｛縮合｝環
C07C63/36	１個のカルボキシル基を含有するもの
C07C63/38	縮合環系の炭素原子に結合しているカルボキシル基を２個含有するもの
C07C63/40	縮合環系の炭素原子に結合しているカルボキシル基を３個以上含有するもの
C07C63/42	３個以上有するもの　｛縮合｝環
C07C63/44	１個のカルボキシル基を含有するもの
C07C63/46	縮合環系の炭素原子に結合しているカルボキシル基を２個含有するもの
C07C63/48	縮合環系の炭素原子に結合しているカルボキシル基を３個以上含有するもの
C07C63/49	６員芳香環以外の環を含有するもの
C07C63/64	芳香環以外に不飽和結合を有する単環式カルボン酸
C07C63/66	芳香環以外に不飽和結合を有する多環式カルボン酸
C07C63/68	ハロゲンを含有するもの
C07C63/70	一塩基酸
C07C63/72	多環式の酸
C07C63/74	芳香環以外に不飽和結合をもつもの
C07C65/00	６員芳香環の炭素原子に結合しているカルボキシル基を有し，ＯＨ，Ｏ―金属，―ＣＨＯ，ケト，エーテル，[式:図２２．画像交換フォーマット｝基，[式:画像２３．画像交換フォーマット｝基，または[式:図２４．画像交換フォーマット]基（環状無水物Ｃ０７Ｄ）のいずれかの基を含有する化合物
C07C65/01	水酸基またはＯ―金属基を含有するもの
C07C65/03	すべての水酸基またはＯ―金属基が環に結合している単環式のもの
C07C65/05	ｏ―ヒドロキシカルボン酸
C07C65/10	サリチル酸
C07C65/105	多環式のもの
C07C65/11	２個の環からなる縮合環系にカルボキシル基を有するもの
C07C65/15	３個以上の環からなる縮合環系にカルボキシル基を有するもの
C07C65/17	６員芳香環以外の環を含有するもの
C07C65/19	芳香環以外に不飽和結合をもつもの
C07C65/21	エーテル基，[ｆｏｒｍｕｌａ:ｆｉｇ２２．ｇｉｆ｝基，[ｆｏｒｍｕｌａ:ｆｉｇ２３．ｇｉｆ｝基，または[ｆｏｒｍｕｌａ:ｆｉｇ２４．ｇｉｆ]基を含有するもの
C07C65/24	多環式のもの
C07C65/26	６員芳香環以外の環を含有するもの
C07C65/28	芳香環以外に不飽和結合をもつもの
C07C65/30	―ＣＨＯ基を含有するもの
C07C65/32	ケト基を含有するもの
C07C65/34	多環式のもの
C07C65/36	６員芳香環以外の環を含有するもの
C07C65/38	芳香環以外に不飽和結合をもつもの
C07C65/40	単結合の酸素含有基を含有するもの
C07C65/42	―ＣＨＯ基を含有するもの
C07C66/00	キノンカルボン酸
C07C66/02	アントラキノンカルボン酸
C07C67/00	カルボン酸エステルの製造<br><br><u>注</u><br><br>　このグループにおいては，反応剤として使用されるラクトンはエステルとみなす。<br><br><u>｛注</u><br><br>　グループＣ０７Ｃ６７／００からＣ０７Ｃ６７／６２の表記の後および正の符号（＋）でそこから切り離されているときは，生成物に関する表記が加えられる。これらの表記は，グループＣ０７Ｃ６９／００からＣ０７Ｃ６９／９５から選択され，生成物に関する１個のみの表記が用いられる。｝
C07C67/02	エステル基相互の反応によるもの，すなわちエステル交換反応によるもの
C07C67/03	エステル基と水酸基との反応によるもの
C07C67/035	カルボン酸または対称無水物と飽和炭化水素との反応によるもの
C07C67/04	カルボン酸または対称無水物と炭素―炭素不飽和結合との反応によるもの
C07C67/05	酸化によるもの
C07C67/055	白金族金属またはそれらの化合物の存在下に行なうもの
C07C67/08	カルボン酸または対称無水物と有機化合物の水酸基またはＯ―金属基との反応によるもの
C07C67/10	カルボン酸または対称無水物とエステル基または炭素―ハロゲン結合との反応によるもの（カルボン酸ハロゲン化物からの製造Ｃ０７Ｃ６７／１４）
C07C67/11	鉱酸エステル基であるもの
C07C67/12	非対称無水物からのもの
C07C67/14	カルボン酸ハロゲン化物からのもの
C07C67/16	１個の酸素原子が硫黄，セレンまたはテルル原子で置換されているカルボン酸，エステルまたは無水物からのもの
C07C67/18	窒素含有基のエステルへの転換によるもの
C07C67/20	アミドまたはラクタムからのもの
C07C67/22	ニトリルからのもの
C07C67/24	カルボン酸またはその誘導体と炭素―酸素エーテル結合，例．アセタール，テトラヒドロフラン，との反応によるもの
C07C67/26	オキシラン環を用いるもの
C07C67/27	オルトエステルからのもの
C07C67/28	エステル基を導入することなくエステルのヒドロキシル部分を変化させることによるもの
C07C67/283	炭素―炭素不飽和結合の水素添加によるもの
C07C67/287	ハロゲンの導入によるもの；ハロゲン原子を他のハロゲン原子によって置換させることによるもの
C07C67/29	酸素含有官能基の導入によるもの
C07C67/293	異性化によるもの；炭素骨格の大きさを変化させるもの
C07C67/297	水素または官能基の離脱によるもの；官能基の水添分解によるもの
C07C67/30	エステル基を導入することなくエステルの酸部分を変化させることによるもの
C07C67/303	炭素―炭素不飽和結合の水素添加によるもの
C07C67/307	ハロゲンの導入によるもの；ハロゲン原子を他のハロゲン原子で置換することによるもの
C07C67/31	単結合の酸素を含有する官能基の導入によるもの
C07C67/313	官能基を含有する二重結合の酸素の導入によるもの，例．カルボキシル基
C07C67/317	水素または官能基の離脱によるもの；官能基の水添分解によるもの
C07C67/32	脱カルボキシル基化
C07C67/327	単結合の酸素を含有する官能基の脱離によるもの
C07C67/333	異性化によるもの；炭素骨格の大きさを変化させることによるもの（カルボキシル基の導入または脱離によるものＣ０７Ｃ６７／３１３，Ｃ０７Ｃ６７／３２）
C07C67/34	分子中の[ｆｏｒｍｕｌａ:ｆｉｇ２６．ｇｉｆ｝基の移動
C07C67/343	炭素原子数が増加することによるもの
C07C67/347	炭素―炭素不飽和結合への付加によるもの
C07C67/36	一酸化炭素またはホルメートとの反応によるもの（Ｃ０７Ｃ６７／０２，　Ｃ０７Ｃ６７／０３，　Ｃ０７Ｃ６７／１０が優先）
C07C67/37	一酸化炭素とエーテルとの反応によるもの
C07C67/38	炭素―炭素不飽和結合への付加によるもの
C07C67/39	エステルの酸部分に変化する官能基の酸化によるもの
C07C67/40	第一級アルコールの酸化によるもの
C07C67/42	第二級アルコールまたはケトンの酸化によるもの
C07C67/44	アルデヒドの酸化―還元によるもの，例．ティシエンコ反応
C07C67/46	ケテンまたはポリケテンからのもの
C07C67/465	低量重合によるもの
C07C67/47	テロメリ化によるもの（高分子化合物Ｃ０８）
C07C67/475	炭素―炭素結合の開裂および再分配によるもの，例．不均化反応または異種の分子間における[ｆｏｒｍｕｌａ:ｆｉｇ２７．ｇｉｆ｝基の移動
C07C67/48	分離；精製；安定化；添加剤の使用
C07C67/52	物理状態の変化によるもの，例．結晶化
C07C67/54	蒸留によるもの
C07C67/56	固―液処理によるもの，例．化学吸着によるもの
C07C67/58	液―液処理によるもの
C07C67/60	化学的変性をひきおこす処理によるもの（化学吸着Ｃ０７Ｃ６７／５６）
C07C67/62	添加剤の使用，例．安定化のためのもの
C07C68/00	炭酸またはハロぎ酸のエステルの製造
C07C68/01	
C07C68/02	ホスゲンまたはハロホルメートからの
C07C68/04	二酸化炭素または無機カーボネートからの
C07C68/06	有機カーボネートからの
C07C68/065	｛アルキレンカーボネートからのもの｝
C07C68/08	精製；分離；安定化
C07C69/00	カルボン酸のエステル；炭酸またはハロぎ酸のエステル（オルトエステルは対応するグループを参照のこと，例．Ｃ０７Ｃ４３／３２）<br><br><u>注</u><br><br>　このグループにおいては，可変的に特定される酸部分，すなわち，Ｃ０７Ｃ６９／０２，　Ｃ０７Ｃ６９／３４，　Ｃ０７Ｃ６９／５２，　Ｃ０７Ｃ６９／６０８，　Ｃ０７Ｃ６９／６１２，　Ｃ０７Ｃ６９／６２，　Ｃ０７Ｃ６９／６６，　Ｃ０７Ｃ６９／７４，　Ｃ０７Ｃ６９／７６，　Ｃ０７Ｃ６９／９５，　Ｃ０７Ｃ６９／９６の各グループの二個以上に包含されるエステル，｛またはギ酸，酢酸，プロパン酸，イソプロパン酸，（正−，イソ−，三級−）酪酸部分を有するエステル｝は，その水酸基部分に従ってＣ０７Ｃ６９／００３からＣ０７Ｃ６９／０１７の各グループに分類される。<br><br><u>｛注</u><br><br>１．メタノール，エタノール，（イソ−）プロパノール，（正−，イソ−，三級−）ブタノール，エタンジオール，プロパンジオール，グリセロールまたはペンタエリスリトールのエステルは，グループＣ０７Ｃ６９／００３には分類されず，酸部分により特定された対応する基に分類される。この注は他の注に優先する。２．このサブクラスのタイトルに続く注（６）に注意。３．　Ｃ０７Ｃ６９／００Ｊ(ＥＣＬＡ)が優先　｝
C07C69/003	エステル化されている水酸基が非環式炭素原子に結合している飽和アルコールのエステル
C07C69/007	エステル化されている水酸基が非環式炭素原子に結合している不飽和アルコールのエステル
C07C69/01	ビニルエステル
C07C69/013	エステル化されている水酸基が６員芳香環以外の環の炭素原子に結合しているアルコールのエステル
C07C69/017	エステル化されている水酸基が６員芳香環の炭素原子に結合しているヒドロキシ化合物のエステル
C07C69/02	カルボキシル基が非環式炭素原子または水素に結合している非環式飽和一塩基酸のエステル
C07C69/04	ぎ酸エステル
C07C69/06	１個の水酸基を有する化合物の
C07C69/07	不飽和アルコールのもの
C07C69/08	２個の水酸基を有する化合物の
C07C69/10	３個の水酸基を有する化合物の
C07C69/12	酢酸エステル
C07C69/14	１個の水酸基を有する化合物の
C07C69/145	不飽和アルコールのもの
C07C69/15	酢酸ビニル
C07C69/155	酢酸アリル
C07C69/157	６員芳香環を含有するもの
C07C69/16	２個の水酸基を有する化合物の
C07C69/18	３個の水酸基を有する化合物の
